2022-04-08 05:42:44 [main] INFO  com.config.ConfigApplication - The following profiles are active: native
2022-04-08 05:59:15 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@21d50a5d: startup date [Fri Apr 08 05:59:15 UTC 2022]; root of context hierarchy
2022-04-08 05:59:30 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@729757db: startup date [Fri Apr 08 05:59:30 UTC 2022]; root of context hierarchy
2022-04-08 05:59:30 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@729757db: startup date [Fri Apr 08 05:59:30 UTC 2022]; root of context hierarchy
2022-04-08 05:59:46 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@4239f1e1: startup date [Fri Apr 08 05:59:46 UTC 2022]; root of context hierarchy
2022-04-08 05:59:46 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@4239f1e1: startup date [Fri Apr 08 05:59:46 UTC 2022]; root of context hierarchy
2022-04-08 06:00:01 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@5becb10f: startup date [Fri Apr 08 06:00:01 UTC 2022]; root of context hierarchy
2022-04-08 06:00:01 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@5becb10f: startup date [Fri Apr 08 06:00:01 UTC 2022]; root of context hierarchy
2022-04-08 06:00:17 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@290db138: startup date [Fri Apr 08 06:00:17 UTC 2022]; root of context hierarchy
2022-04-08 06:00:17 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@290db138: startup date [Fri Apr 08 06:00:17 UTC 2022]; root of context hierarchy
2022-04-08 06:00:33 [http-nio-8888-exec-1] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@5e6bace7: startup date [Fri Apr 08 06:00:33 UTC 2022]; root of context hierarchy
2022-04-08 06:00:33 [http-nio-8888-exec-1] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@5e6bace7: startup date [Fri Apr 08 06:00:33 UTC 2022]; root of context hierarchy
2022-04-08 06:00:48 [http-nio-8888-exec-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@433efa2: startup date [Fri Apr 08 06:00:48 UTC 2022]; root of context hierarchy
2022-04-08 06:00:48 [http-nio-8888-exec-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@433efa2: startup date [Fri Apr 08 06:00:48 UTC 2022]; root of context hierarchy
2022-04-08 06:01:03 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@253787fa: startup date [Fri Apr 08 06:01:03 UTC 2022]; root of context hierarchy
2022-04-08 06:01:04 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@253787fa: startup date [Fri Apr 08 06:01:03 UTC 2022]; root of context hierarchy
2022-04-08 06:01:19 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@74349488: startup date [Fri Apr 08 06:01:19 UTC 2022]; root of context hierarchy
2022-04-08 06:01:19 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@74349488: startup date [Fri Apr 08 06:01:19 UTC 2022]; root of context hierarchy
2022-04-08 06:01:35 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@1d7e0554: startup date [Fri Apr 08 06:01:35 UTC 2022]; root of context hierarchy
2022-04-08 06:01:35 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@1d7e0554: startup date [Fri Apr 08 06:01:35 UTC 2022]; root of context hierarchy
2022-04-08 06:01:51 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@20667a98: startup date [Fri Apr 08 06:01:51 UTC 2022]; root of context hierarchy
2022-04-08 06:01:51 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@20667a98: startup date [Fri Apr 08 06:01:51 UTC 2022]; root of context hierarchy
2022-04-08 06:02:06 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@733876bc: startup date [Fri Apr 08 06:02:06 UTC 2022]; root of context hierarchy
2022-04-08 06:02:06 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@733876bc: startup date [Fri Apr 08 06:02:06 UTC 2022]; root of context hierarchy
2022-04-08 06:02:22 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@7374b0b8: startup date [Fri Apr 08 06:02:22 UTC 2022]; root of context hierarchy
2022-04-08 06:02:22 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@7374b0b8: startup date [Fri Apr 08 06:02:22 UTC 2022]; root of context hierarchy
2022-04-08 06:02:37 [http-nio-8888-exec-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@3fc0e0a1: startup date [Fri Apr 08 06:02:37 UTC 2022]; root of context hierarchy
2022-04-08 06:02:37 [http-nio-8888-exec-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@3fc0e0a1: startup date [Fri Apr 08 06:02:37 UTC 2022]; root of context hierarchy
2022-04-08 06:02:53 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@ae9e3bb: startup date [Fri Apr 08 06:02:53 UTC 2022]; root of context hierarchy
2022-04-08 06:02:53 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@ae9e3bb: startup date [Fri Apr 08 06:02:53 UTC 2022]; root of context hierarchy
2022-04-08 06:03:08 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@2e2f7292: startup date [Fri Apr 08 06:03:08 UTC 2022]; root of context hierarchy
2022-04-08 06:03:08 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@2e2f7292: startup date [Fri Apr 08 06:03:08 UTC 2022]; root of context hierarchy
2022-04-08 06:03:24 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@6b0821c0: startup date [Fri Apr 08 06:03:24 UTC 2022]; root of context hierarchy
2022-04-08 06:03:24 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@6b0821c0: startup date [Fri Apr 08 06:03:24 UTC 2022]; root of context hierarchy
2022-04-08 06:03:39 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@6b70212c: startup date [Fri Apr 08 06:03:39 UTC 2022]; root of context hierarchy
2022-04-08 06:03:39 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@6b70212c: startup date [Fri Apr 08 06:03:39 UTC 2022]; root of context hierarchy
2022-04-08 06:03:55 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@b90fa63: startup date [Fri Apr 08 06:03:55 UTC 2022]; root of context hierarchy
2022-04-08 06:03:55 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@b90fa63: startup date [Fri Apr 08 06:03:55 UTC 2022]; root of context hierarchy
2022-04-08 06:04:11 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@355229a1: startup date [Fri Apr 08 06:04:11 UTC 2022]; root of context hierarchy
2022-04-08 06:04:11 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@355229a1: startup date [Fri Apr 08 06:04:11 UTC 2022]; root of context hierarchy
2022-04-08 06:04:27 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@731434ab: startup date [Fri Apr 08 06:04:27 UTC 2022]; root of context hierarchy
2022-04-08 06:04:27 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@731434ab: startup date [Fri Apr 08 06:04:27 UTC 2022]; root of context hierarchy
2022-04-08 06:04:43 [http-nio-8888-exec-1] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@19efc379: startup date [Fri Apr 08 06:04:43 UTC 2022]; root of context hierarchy
2022-04-08 06:04:43 [http-nio-8888-exec-1] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@19efc379: startup date [Fri Apr 08 06:04:43 UTC 2022]; root of context hierarchy
2022-04-08 06:04:59 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@35397412: startup date [Fri Apr 08 06:04:59 UTC 2022]; root of context hierarchy
2022-04-08 06:04:59 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@35397412: startup date [Fri Apr 08 06:04:59 UTC 2022]; root of context hierarchy
2022-04-08 06:05:14 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@1c16b20c: startup date [Fri Apr 08 06:05:14 UTC 2022]; root of context hierarchy
2022-04-08 06:05:15 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@1c16b20c: startup date [Fri Apr 08 06:05:14 UTC 2022]; root of context hierarchy
2022-04-08 06:05:30 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@6b51fe4a: startup date [Fri Apr 08 06:05:30 UTC 2022]; root of context hierarchy
2022-04-08 06:05:30 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@6b51fe4a: startup date [Fri Apr 08 06:05:30 UTC 2022]; root of context hierarchy
2022-04-08 06:05:46 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@62d8d61e: startup date [Fri Apr 08 06:05:46 UTC 2022]; root of context hierarchy
2022-04-08 06:05:46 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@62d8d61e: startup date [Fri Apr 08 06:05:46 UTC 2022]; root of context hierarchy
2022-04-08 06:06:02 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@5bb0278a: startup date [Fri Apr 08 06:06:02 UTC 2022]; root of context hierarchy
2022-04-08 06:06:02 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@5bb0278a: startup date [Fri Apr 08 06:06:02 UTC 2022]; root of context hierarchy
2022-04-08 06:06:18 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@62918da5: startup date [Fri Apr 08 06:06:18 UTC 2022]; root of context hierarchy
2022-04-08 06:06:18 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@62918da5: startup date [Fri Apr 08 06:06:18 UTC 2022]; root of context hierarchy
2022-04-08 06:06:33 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@672c726f: startup date [Fri Apr 08 06:06:33 UTC 2022]; root of context hierarchy
2022-04-08 06:06:33 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@672c726f: startup date [Fri Apr 08 06:06:33 UTC 2022]; root of context hierarchy
2022-04-08 06:06:49 [http-nio-8888-exec-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@3cc79650: startup date [Fri Apr 08 06:06:49 UTC 2022]; root of context hierarchy
2022-04-08 06:06:49 [http-nio-8888-exec-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@3cc79650: startup date [Fri Apr 08 06:06:49 UTC 2022]; root of context hierarchy
2022-04-08 06:07:05 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@14ec60e5: startup date [Fri Apr 08 06:07:05 UTC 2022]; root of context hierarchy
2022-04-08 06:07:05 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@14ec60e5: startup date [Fri Apr 08 06:07:05 UTC 2022]; root of context hierarchy
2022-04-08 06:07:21 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@1687b219: startup date [Fri Apr 08 06:07:21 UTC 2022]; root of context hierarchy
2022-04-08 06:07:21 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@1687b219: startup date [Fri Apr 08 06:07:21 UTC 2022]; root of context hierarchy
2022-04-08 06:07:36 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@1690353e: startup date [Fri Apr 08 06:07:36 UTC 2022]; root of context hierarchy
2022-04-08 06:07:36 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@1690353e: startup date [Fri Apr 08 06:07:36 UTC 2022]; root of context hierarchy
2022-04-08 06:07:51 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@7d8f85d2: startup date [Fri Apr 08 06:07:51 UTC 2022]; root of context hierarchy
2022-04-08 06:07:51 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@7d8f85d2: startup date [Fri Apr 08 06:07:51 UTC 2022]; root of context hierarchy
2022-04-08 06:08:07 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@5e656ab1: startup date [Fri Apr 08 06:08:07 UTC 2022]; root of context hierarchy
2022-04-08 06:08:07 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@5e656ab1: startup date [Fri Apr 08 06:08:07 UTC 2022]; root of context hierarchy
2022-04-08 06:08:23 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@389b3ebd: startup date [Fri Apr 08 06:08:23 UTC 2022]; root of context hierarchy
2022-04-08 06:08:23 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@389b3ebd: startup date [Fri Apr 08 06:08:23 UTC 2022]; root of context hierarchy
2022-04-08 06:08:38 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@11bbbb2: startup date [Fri Apr 08 06:08:38 UTC 2022]; root of context hierarchy
2022-04-08 06:08:38 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@11bbbb2: startup date [Fri Apr 08 06:08:38 UTC 2022]; root of context hierarchy
2022-04-08 06:08:54 [http-nio-8888-exec-1] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@3c15edbd: startup date [Fri Apr 08 06:08:54 UTC 2022]; root of context hierarchy
2022-04-08 06:08:54 [http-nio-8888-exec-1] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@3c15edbd: startup date [Fri Apr 08 06:08:54 UTC 2022]; root of context hierarchy
2022-04-08 06:09:09 [http-nio-8888-exec-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@6644097b: startup date [Fri Apr 08 06:09:09 UTC 2022]; root of context hierarchy
2022-04-08 06:09:09 [http-nio-8888-exec-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@6644097b: startup date [Fri Apr 08 06:09:09 UTC 2022]; root of context hierarchy
2022-04-08 06:09:25 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@1eb58553: startup date [Fri Apr 08 06:09:25 UTC 2022]; root of context hierarchy
2022-04-08 06:09:25 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@1eb58553: startup date [Fri Apr 08 06:09:25 UTC 2022]; root of context hierarchy
2022-04-08 06:09:40 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@3e084eec: startup date [Fri Apr 08 06:09:40 UTC 2022]; root of context hierarchy
2022-04-08 06:09:40 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@3e084eec: startup date [Fri Apr 08 06:09:40 UTC 2022]; root of context hierarchy
2022-04-08 06:09:56 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@7721cc9e: startup date [Fri Apr 08 06:09:56 UTC 2022]; root of context hierarchy
2022-04-08 06:09:56 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@7721cc9e: startup date [Fri Apr 08 06:09:56 UTC 2022]; root of context hierarchy
2022-04-08 06:10:11 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@67ec5090: startup date [Fri Apr 08 06:10:11 UTC 2022]; root of context hierarchy
2022-04-08 06:10:11 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@67ec5090: startup date [Fri Apr 08 06:10:11 UTC 2022]; root of context hierarchy
2022-04-08 06:10:27 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@73bde9a0: startup date [Fri Apr 08 06:10:27 UTC 2022]; root of context hierarchy
2022-04-08 06:10:27 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@73bde9a0: startup date [Fri Apr 08 06:10:27 UTC 2022]; root of context hierarchy
2022-04-08 06:10:42 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@68032e90: startup date [Fri Apr 08 06:10:42 UTC 2022]; root of context hierarchy
2022-04-08 06:10:42 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@68032e90: startup date [Fri Apr 08 06:10:42 UTC 2022]; root of context hierarchy
2022-04-08 06:10:58 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@761f3852: startup date [Fri Apr 08 06:10:58 UTC 2022]; root of context hierarchy
2022-04-08 06:10:58 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@761f3852: startup date [Fri Apr 08 06:10:58 UTC 2022]; root of context hierarchy
2022-04-08 06:11:13 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@739c2040: startup date [Fri Apr 08 06:11:13 UTC 2022]; root of context hierarchy
2022-04-08 06:11:13 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@739c2040: startup date [Fri Apr 08 06:11:13 UTC 2022]; root of context hierarchy
2022-04-08 06:11:29 [http-nio-8888-exec-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@3a750024: startup date [Fri Apr 08 06:11:29 UTC 2022]; root of context hierarchy
2022-04-08 06:11:29 [http-nio-8888-exec-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@3a750024: startup date [Fri Apr 08 06:11:29 UTC 2022]; root of context hierarchy
2022-04-08 06:11:44 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@ee3dbea: startup date [Fri Apr 08 06:11:44 UTC 2022]; root of context hierarchy
2022-04-08 06:11:44 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@ee3dbea: startup date [Fri Apr 08 06:11:44 UTC 2022]; root of context hierarchy
2022-04-08 06:12:00 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@26addde9: startup date [Fri Apr 08 06:12:00 UTC 2022]; root of context hierarchy
2022-04-08 06:12:00 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@26addde9: startup date [Fri Apr 08 06:12:00 UTC 2022]; root of context hierarchy
2022-04-08 06:12:16 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@2ce0a989: startup date [Fri Apr 08 06:12:16 UTC 2022]; root of context hierarchy
2022-04-08 06:12:16 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@2ce0a989: startup date [Fri Apr 08 06:12:16 UTC 2022]; root of context hierarchy
2022-04-08 06:12:31 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@4416862b: startup date [Fri Apr 08 06:12:31 UTC 2022]; root of context hierarchy
2022-04-08 06:12:31 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@4416862b: startup date [Fri Apr 08 06:12:31 UTC 2022]; root of context hierarchy
2022-04-08 06:12:47 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@7320cc70: startup date [Fri Apr 08 06:12:47 UTC 2022]; root of context hierarchy
2022-04-08 06:12:47 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@7320cc70: startup date [Fri Apr 08 06:12:47 UTC 2022]; root of context hierarchy
2022-04-08 06:13:02 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@4e8a5668: startup date [Fri Apr 08 06:13:02 UTC 2022]; root of context hierarchy
2022-04-08 06:13:02 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@4e8a5668: startup date [Fri Apr 08 06:13:02 UTC 2022]; root of context hierarchy
2022-04-08 06:13:18 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@154483fd: startup date [Fri Apr 08 06:13:18 UTC 2022]; root of context hierarchy
2022-04-08 06:13:18 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@154483fd: startup date [Fri Apr 08 06:13:18 UTC 2022]; root of context hierarchy
